"ano","codmunres","total_de_nascidos_vivos","nvm_menor_que_20","pop_feminina_10_a_19","mulheres_com_mais_de_tres_partos_anteriores","pop_fem_10_49","abortos_sus_30_a_39","abortos_sus_40_a_49","abortos_sus_menor_30","abortos_ans_30_a_39","abortos_ans_40_a_49","abortos_ans_menor_30","pop_fem_ans_10_49","pop_fem_sus_10_49","total_de_nascidos_vivos_ans","total_de_nascidos_vivos_sus"
2018,291480,2904,463,16347,106,69328,87,15,148,17,3,13,15114,54214,633,2271
2019,291480,2721,455,16126,93,69045,49,12,66,14,6,11,12704,56341,501,2220
2020,291480,2333,380,15906,96,68721,21,5,34,24,5,11,12645,56076,429,1904
2021,291480,2348,366,15548,86,68369,34,16,78,16,8,6,12512,55857,430,1918
2022,291480,2227,286,NA,86,NA,31,12,46,12,6,6,NA,NA,NA,NA
2012,291490,342,96,2535,41,8021,0,0,0,0,0,0,96,7925,4,338
2013,291490,305,84,2562,41,8217,0,0,0,0,0,0,99,8118,4,301
2014,291490,314,96,2586,35,8398,0,0,0,0,0,0,101,8297,4,310
2015,291490,320,80,2607,32,8576,0,0,2,0,0,1,103,8473,4,316
2016,291490,328,94,2576,37,8731,1,0,3,0,0,0,105,8626,4,324
2017,291490,340,77,2539,39,8878,2,0,1,0,0,0,107,8771,4,336
2018,291490,358,82,2503,36,9023,4,1,5,1,0,0,108,8915,4,354
2019,291490,357,91,2465,31,9153,9,2,10,0,0,0,110,9043,4,353
2020,291490,409,93,2428,36,9280,4,0,13,0,0,0,111,9169,5,404
2021,291490,438,94,2395,38,9400,5,1,11,0,0,0,113,9287,5,433
2022,291490,348,61,NA,31,NA,3,2,8,0,0,1,NA,NA,NA,NA
2012,291500,246,55,1636,35,4687,0,0,0,0,0,0,28,4659,1,245
2013,291500,247,64,1589,34,4722,0,0,0,0,0,0,28,4694,1,246
2014,291500,221,56,1538,34,4751,0,0,0,0,0,0,29,4722,1,220
2015,291500,189,52,1486,16,4777,0,0,0,0,0,0,29,4748,1,188
2016,291500,199,50,1442,16,4787,0,0,1,0,0,0,29,4758,1,198
2017,291500,218,52,1395,24,4793,0,0,0,0,1,0,29,4764,1,217
2018,291500,208,51,1348,13,4797,0,0,0,0,0,0,29,4768,1,207
2019,291500,205,56,1301,15,4803,0,0,0,0,0,0,29,4774,1,204
2020,291500,197,51,1255,12,4797,0,0,1,0,0,0,29,4768,1,196
2021,291500,201,42,1224,11,4788,0,0,0,0,0,0,29,4759,1,200
2022,291500,190,34,NA,9,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,291510,150,31,1290,15,3841,0,0,0,0,0,0,31,3810,1,149
2013,291510,192,67,1220,19,3799,0,0,0,0,0,0,30,3769,2,190
2014,291510,176,54,1151,13,3757,0,0,0,0,0,0,30,3727,1,175
2015,291510,193,46,1077,12,3705,2,0,7,0,0,0,33,3672,2,191
2016,291510,192,57,1026,15,3654,0,0,6,0,0,0,29,3625,2,190
2017,291510,173,43,972,15,3605,4,1,10,0,0,0,29,3576,1,172
2018,291510,202,46,918,20,3540,1,1,6,0,0,0,28,3512,2,200
2019,291510,184,52,865,14,3484,2,1,3,0,0,0,17,3467,1,183
2020,291510,202,46,812,16,3424,4,0,5,0,0,0,21,3403,1,201
2021,291510,161,49,784,13,3375,1,0,3,0,0,0,24,3351,1,160
2022,291510,142,29,NA,10,NA,1,0,6,0,0,0,NA,NA,NA,NA
2012,291520,209,58,1355,11,4634,0,0,0,0,0,0,125,4509,6,203
2013,291520,223,45,1299,20,4586,0,0,0,0,0,0,124,4462,6,217
2014,291520,206,57,1243,10,4539,0,0,0,0,0,0,123,4416,6,200
2015,291520,184,42,1182,11,4480,4,0,8,0,0,0,175,4305,7,177
2016,291520,190,37,1144,5,4427,1,0,8,1,0,1,75,4352,3,187
2017,291520,194,41,1102,8,4369,2,0,9,0,0,0,48,4321,2,192
2018,291520,163,37,1060,8,4300,2,0,3,1,1,0,73,4227,3,160
2019,291520,166,29,1019,10,4245,3,0,5,1,0,0,115,4130,4,162
2020,291520,152,22,978,6,4180,4,0,5,0,1,0,142,4038,5,147
2021,291520,194,30,945,7,4125,5,3,5,0,0,0,165,3960,8,186
2022,291520,176,27,NA,10,NA,2,2,0,0,0,0,NA,NA,NA,NA
2012,291530,112,29,672,13,2201,0,0,0,0,0,0,167,2034,9,103
2013,291530,104,33,666,8,2196,0,0,0,0,0,0,154,2042,7,97
2014,291530,104,29,656,8,2183,0,0,0,0,0,0,166,2017,8,96
2015,291530,116,33,651,11,2174,0,0,0,0,0,0,191,1983,10,106
2016,291530,77,23,626,6,2155,1,0,3,0,0,0,166,1989,6,71
2017,291530,67,16,593,7,2128,0,1,1,0,0,0,147,1981,5,62
2018,291530,70,14,560,6,2099,3,1,1,1,0,0,164,1935,5,65
2019,291530,55,8,535,6,2076,1,0,0,2,0,0,158,1918,4,51
2020,291530,54,6,506,2,2049,0,0,2,0,0,2,156,1893,4,50
2021,291530,61,17,485,11,2020,1,0,0,0,0,0,143,1877,4,57
2022,291530,71,8,NA,7,NA,0,1,1,0,0,0,NA,NA,NA,NA
2012,291535,180,56,1365,15,4030,0,0,0,0,0,0,4,4026,0,180
2013,291535,189,68,1337,14,4075,0,0,0,0,0,0,4,4071,0,189
2014,291535,161,51,1309,17,4117,0,0,0,0,0,0,4,4113,0,161
2015,291535,195,49,1278,22,4157,1,0,5,0,0,0,4,4153,0,195
2016,291535,183,46,1243,16,4175,1,0,5,0,0,0,4,4171,0,183
2017,291535,187,45,1206,22,4189,2,0,12,0,0,0,4,4185,0,187
2018,291535,198,49,1168,13,4202,5,0,8,0,0,0,4,4198,0,198
2019,291535,157,36,1130,10,4210,6,0,5,0,0,0,4,4206,0,157
2020,291535,180,41,1092,20,4218,2,0,8,0,0,0,4,4214,0,180
2021,291535,177,42,1072,14,4223,0,0,4,0,0,0,4,4219,0,177
2022,291535,164,31,NA,15,NA,2,0,3,0,0,0,NA,NA,NA,NA
2012,291540,65,24,670,6,2187,0,0,0,0,0,0,22,2165,1,64
2013,291540,56,26,656,1,2170,0,0,0,0,0,0,22,2148,1,55
2014,291540,83,25,641,8,2148,0,0,0,0,0,0,21,2127,1,82
2015,291540,87,30,624,6,2122,0,0,2,0,0,0,21,2101,1,86
2016,291540,84,28,601,10,2089,0,1,2,0,0,0,21,2068,1,83
2017,291540,99,36,578,5,2056,1,0,2,0,0,0,21,2035,1,98
2018,291540,94,27,553,8,2018,2,0,4,0,0,0,20,1998,1,93
2019,291540,98,25,529,8,1981,2,0,1,0,0,0,20,1961,1,97
2020,291540,74,24,505,1,1944,0,0,1,0,0,0,19,1925,1,73
2021,291540,74,23,483,12,1910,1,0,0,0,0,0,19,1891,1,73
2022,291540,66,14,NA,11,NA,0,0,1,0,0,0,NA,NA,NA,NA
2012,291550,288,86,1872,14,6655,0,0,0,0,0,0,359,6296,16,272
2013,291550,287,90,1820,18,6622,0,0,0,0,0,0,371,6251,16,271
2014,291550,273,83,1768,15,6587,0,0,0,0,0,0,402,6185,17,256
2015,291550,301,79,1711,17,6545,2,1,9,0,1,0,412,6133,19,282
2016,291550,244,65,1664,13,6489,9,1,7,0,0,0,402,6087,15,229
2017,291550,281,61,1613,20,6431,3,1,10,0,0,1,399,6032,17,264
2018,291550,316,85,1562,16,6356,6,2,9,2,0,0,400,5956,20,296
2019,291550,241,61,1512,11,6289,6,1,4,0,1,1,340,5949,13,228
2020,291550,213,43,1461,6,6219,3,0,3,1,0,0,336,5883,12,201
2021,291550,197,35,1416,15,6161,1,0,7,0,0,0,339,5822,11,186
2022,291550,207,33,NA,12,NA,5,0,4,1,0,0,NA,NA,NA,NA
2012,291560,1084,314,6031,82,20299,0,0,0,0,0,0,934,19365,50,1034
2013,291560,991,265,5921,88,20294,0,0,0,0,0,0,1015,19279,50,941
2014,291560,1081,298,5802,88,20273,0,0,0,0,0,0,993,19280,53,1028
2015,291560,1025,262,5673,78,20227,4,0,19,3,0,0,1092,19135,55,970
2016,291560,1064,282,5529,89,20153,10,0,18,2,2,0,967,19186,51,1013
2017,291560,1014,238,5372,81,20057,8,0,9,1,0,1,983,19074,50,964
2018,291560,1075,245,5213,75,19951,7,1,17,2,1,1,998,18953,54,1021
2019,291560,968,227,5057,66,19835,9,1,11,2,1,0,972,18863,47,921
2020,291560,985,196,4901,62,19708,6,1,8,1,1,0,926,18782,46,939
2021,291560,945,201,4755,51,19560,8,1,15,1,0,1,880,18680,43,902
2022,291560,909,155,NA,41,NA,5,1,13,3,2,0,NA,NA,NA,NA
2012,291570,132,49,762,13,2441,0,0,0,0,0,0,17,2424,1,131
2013,291570,112,41,762,9,2446,0,0,0,0,0,0,17,2429,1,111
2014,291570,79,32,751,10,2439,0,0,0,0,0,0,17,2422,1,78
2015,291570,72,21,740,3,2430,1,0,4,0,0,0,12,2418,0,72
2016,291570,91,26,719,11,2418,2,0,1,0,0,0,12,2406,0,91
2017,291570,110,38,691,10,2400,2,0,5,0,0,0,12,2388,1,109
2018,291570,106,27,669,8,2385,1,0,2,0,0,0,10,2375,0,106
2019,291570,94,30,644,4,2365,2,0,3,0,0,0,9,2356,0,94
2020,291570,131,29,621,10,2347,5,0,2,0,0,0,9,2338,1,130
2021,291570,146,33,601,8,2329,4,0,5,0,0,0,9,2320,1,145
2022,291570,115,23,NA,3,NA,3,1,1,0,0,0,NA,NA,NA,NA
2012,291580,358,95,2400,25,7778,0,0,0,0,0,0,62,7716,3,355
2013,291580,355,111,2338,29,7677,0,0,0,0,0,0,61,7616,3,352
2014,291580,276,68,2275,15,7576,0,0,0,0,0,0,61,7515,2,274
2015,291580,310,77,2209,30,7461,5,2,12,0,0,0,67,7394,3,307
2016,291580,250,67,2115,17,7312,2,2,11,0,0,0,73,7239,2,248
2017,291580,264,66,2016,7,7154,2,2,10,0,0,1,93,7061,3,261
2018,291580,281,61,1915,18,6989,2,0,5,0,0,0,98,6891,4,277
2019,291580,269,48,1817,8,6826,4,3,2,0,0,0,109,6717,4,265
2020,291580,267,57,1719,15,6661,3,3,3,0,0,0,120,6541,5,262
2021,291580,284,59,1638,24,6518,1,0,5,0,0,0,137,6381,6,278
2022,291580,253,51,NA,14,NA,0,0,1,0,0,0,NA,NA,NA,NA
2012,291590,94,31,705,10,2060,0,0,0,0,0,0,56,2004,3,91
2013,291590,82,30,687,8,2073,0,0,0,0,0,0,66,2007,3,79
2014,291590,88,31,669,7,2087,0,0,0,0,0,0,71,2016,3,85
2015,291590,66,14,650,6,2098,1,0,0,0,0,0,71,2027,2,64
2016,291590,79,20,629,12,2095,0,1,3,0,0,0,38,2057,1,78
2017,291590,82,13,606,11,2084,0,0,2,0,0,0,29,2055,1,81
2018,291590,93,26,584,8,2076,2,0,1,0,0,0,29,2047,1,92
2019,291590,76,23,561,8,2070,1,0,1,0,0,0,29,2041,1,75
2020,291590,94,24,539,6,2058,0,0,0,0,0,0,29,2029,1,93
2021,291590,88,15,517,9,2047,1,0,3,0,0,1,33,2014,1,87
2022,291590,90,14,NA,9,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,291600,254,60,1745,13,5780,0,0,0,0,0,0,144,5636,6,248
2013,291600,225,60,1673,5,5731,0,0,0,0,0,0,143,5588,6,219
2014,291600,235,51,1600,9,5676,0,0,0,0,0,0,187,5489,8,227
2015,291600,224,50,1524,6,5617,4,2,7,0,0,0,174,5443,7,217
2016,291600,196,29,1469,12,5556,2,1,8,0,0,0,161,5395,6,190
2017,291600,183,49,1411,7,5490,4,0,4,0,0,0,143,5347,5,178
2018,291600,168,35,1352,5,5421,1,0,10,2,0,0,141,5280,4,164
2019,291600,174,37,1294,5,5350,1,0,5,1,0,0,134,5216,4,170
2020,291600,187,33,1236,3,5276,0,1,2,0,0,0,127,5149,4,183
2021,291600,178,30,1198,7,5220,0,1,1,1,0,0,120,5100,4,174
2022,291600,180,34,NA,2,NA,5,0,3,0,0,0,NA,NA,NA,NA
2012,291610,274,58,1962,19,6974,0,0,0,0,0,0,286,6688,11,263
2013,291610,263,58,1947,19,6998,0,0,0,0,0,0,252,6746,9,254
2014,291610,247,57,1932,13,7017,0,0,0,0,0,0,281,6736,10,237
2015,291610,275,61,1908,11,7025,8,2,17,0,0,0,323,6702,13,262
2016,291610,271,77,1853,18,7013,8,1,20,1,0,0,302,6711,12,259
2017,291610,233,56,1797,14,6995,9,4,11,0,0,0,294,6701,10,223
2018,291610,253,58,1740,20,6973,10,4,16,1,1,0,314,6659,11,242
2019,291610,267,55,1683,16,6948,8,2,22,0,0,0,278,6670,11,256
2020,291610,262,55,1626,19,6916,12,3,10,0,1,0,263,6653,10,252
2021,291610,296,54,1587,11,6888,7,3,17,2,0,0,255,6633,11,285
2022,291610,253,28,NA,15,NA,11,1,17,0,0,0,NA,NA,NA,NA
2012,291620,138,41,933,14,3161,0,0,0,0,0,0,82,3079,4,134
2013,291620,119,35,890,7,3062,0,0,0,0,0,0,80,2982,3,116
2014,291620,127,28,845,7,2962,0,0,0,0,0,0,74,2888,3,124
2015,291620,130,25,797,7,2854,1,0,4,0,0,0,74,2780,3,127
2016,291620,104,24,763,7,2760,4,0,6,0,1,0,72,2688,3,101
2017,291620,123,30,728,5,2664,0,0,0,0,0,0,69,2595,3,120
2018,291620,133,21,693,12,2569,1,0,5,0,0,0,72,2497,4,129
2019,291620,126,26,658,5,2472,2,1,5,0,1,0,62,2410,3,123
2020,291620,113,25,623,6,2373,0,1,1,0,0,0,69,2304,3,110
2021,291620,116,24,594,11,2286,4,0,2,0,0,0,59,2227,3,113
2022,291620,101,11,NA,5,NA,1,3,1,0,0,0,NA,NA,NA,NA
2012,291630,173,58,1121,16,3355,0,0,0,0,0,0,111,3244,6,167
2013,291630,155,46,1090,7,3343,0,0,0,0,0,0,127,3216,6,149
2014,291630,129,43,1069,8,3339,0,0,0,0,0,0,93,3246,4,125
2015,291630,140,33,1042,13,3325,1,1,1,0,0,0,80,3245,3,137
2016,291630,153,45,1003,15,3299,1,0,1,1,0,0,66,3233,3,150
2017,291630,136,31,955,13,3268,1,0,0,0,0,0,69,3199,3,133
2018,291630,116,26,910,13,3226,0,0,1,0,0,0,100,3126,4,112
2019,291630,118,38,865,15,3191,0,0,0,0,0,0,93,3098,3,115
2020,291630,105,25,821,6,3155,1,0,2,0,0,1,85,3070,3,102
2021,291630,122,29,798,9,3137,0,1,0,0,0,0,91,3046,4,118
2022,291630,116,22,NA,14,NA,0,1,3,0,0,0,NA,NA,NA,NA
2012,291640,1115,269,6378,58,23488,0,0,0,0,0,0,1715,21773,81,1034
2013,291640,1063,251,6445,67,23774,0,0,0,0,0,0,1736,22038,78,985
2014,291640,1082,221,6504,75,24038,0,0,0,0,0,0,1731,22307,78,1004
2015,291640,1112,252,6553,77,24282,19,5,59,4,0,1,1627,22655,75,1037
2016,291640,1063,232,6542,71,24496,15,4,50,2,1,1,1421,23075,62,1001
2017,291640,997,210,6519,70,24686,10,2,38,0,2,1,1333,23353,54,943
2018,291640,1013,202,6494,56,24862,16,2,26,3,1,0,1243,23619,51,962
2019,291640,999,214,6470,58,25023,5,1,24,1,2,0,1151,23872,46,953
2020,291640,959,164,6446,40,25164,11,1,21,0,1,0,1158,24006,44,915
2021,291640,1007,173,6346,59,25261,8,4,19,4,1,1,1137,24124,45,962
2022,291640,835,149,NA,56,NA,13,3,26,1,1,1,NA,NA,NA,NA
2012,291650,423,109,3582,53,10204,0,0,0,0,0,0,10,10194,0,423
2013,291650,366,93,3531,45,10350,0,0,0,0,0,0,10,10340,0,366
2014,291650,407,108,3473,56,10480,0,0,0,0,0,0,10,10470,0,407
2015,291650,350,90,3409,46,10601,2,2,12,0,0,0,11,10590,0,350
2016,291650,367,86,3317,44,10682,7,1,3,0,0,0,11,10671,0,367
2017,291650,376,90,3218,53,10753,3,3,3,0,0,0,11,10742,0,376
2018,291650,405,85,3115,47,10820,3,0,14,0,0,0,11,10809,0,405
2019,291650,389,77,3014,49,10874,6,0,7,0,0,0,11,10863,0,389
2020,291650,322,63,2912,39,10922,3,0,7,0,0,0,11,10911,0,322
2021,291650,361,75,2875,35,10974,5,1,4,0,0,0,11,10963,0,361
2022,291650,312,64,NA,31,NA,2,1,4,0,0,0,NA,NA,NA,NA
2012,291660,102,34,940,10,3218,0,0,0,0,0,0,39,3179,1,101
2013,291660,79,25,919,11,3209,0,0,0,0,0,0,39,3170,1,78
2014,291660,95,31,897,11,3200,0,0,0,0,0,0,42,3158,1,94
2015,291660,86,23,873,10,3187,1,0,4,0,0,0,38,3149,1,85
2016,291660,117,28,855,8,3170,0,1,0,0,0,0,38,3132,1,116
2017,291660,92,25,835,7,3146,0,0,1,1,0,1,38,3108,1,91
2018,291660,91,28,815,8,3123,0,0,5,0,0,0,34,3089,1,90
2019,291660,79,20,794,8,3092,1,0,5,0,0,0,25,3067,1,78
2020,291660,72,21,774,8,3069,0,0,1,0,0,0,25,3044,1,71
2021,291660,71,19,753,13,3042,0,0,1,0,0,0,27,3015,1,70
2022,291660,69,16,NA,8,NA,0,0,1,0,0,0,NA,NA,NA,NA
2012,291670,134,35,771,8,2534,0,0,0,0,0,0,20,2514,1,133
2013,291670,112,32,734,6,2537,0,0,0,0,0,0,23,2514,1,111
2014,291670,101,30,694,6,2536,0,0,0,0,0,0,23,2513,1,100
2015,291670,86,18,653,7,2535,4,0,5,0,0,0,18,2517,1,85
2016,291670,101,17,628,11,2537,2,0,6,0,0,0,18,2519,1,100
2017,291670,100,21,601,9,2535,2,2,3,0,0,0,15,2520,1,99
2018,291670,77,15,574,8,2529,7,1,4,0,0,0,15,2514,0,77
2019,291670,92,14,548,5,2524,1,1,3,0,0,0,13,2511,0,92
2020,291670,85,7,521,6,2515,1,2,6,0,0,0,8,2507,0,85
2021,291670,87,22,512,11,2512,0,0,1,0,0,0,10,2502,0,87
2022,291670,80,15,NA,1,NA,1,0,2,0,0,0,NA,NA,NA,NA
2012,291680,254,77,1680,11,5739,0,0,0,0,0,0,86,5653,4,250
2013,291680,201,65,1665,12,5773,0,0,0,0,0,0,162,5611,6,195
2014,291680,249,67,1649,12,5799,0,0,0,0,0,0,174,5625,7,242
2015,291680,197,53,1629,13,5821,2,0,4,0,0,0,157,5664,5,192
2016,291680,210,54,1606,13,5839,4,1,6,0,0,0,152,5687,5,205
2017,291680,214,64,1581,11,5854,2,0,6,0,0,0,94,5760,3,211
2018,291680,232,50,1554,10,5864,2,1,3,0,0,0,82,5782,3,229
2019,291680,204,44,1529,11,5872,3,1,0,1,0,1,135,5737,5,199
2020,291680,207,50,1503,8,5876,0,0,2,0,0,0,135,5741,5,202
2021,291680,194,36,1470,4,5862,2,0,1,0,0,0,129,5733,4,190
2022,291680,156,37,NA,9,NA,1,0,5,0,0,0,NA,NA,NA,NA
2012,291685,236,61,1348,13,4532,0,0,0,0,0,0,150,4382,8,228
2013,291685,206,71,1326,8,4555,0,0,0,0,0,0,150,4405,7,199
2014,291685,199,44,1302,8,4575,0,0,0,0,0,0,151,4424,7,192
2015,291685,198,37,1277,14,4592,1,0,8,0,0,0,152,4440,7,191
2016,291685,207,38,1251,14,4601,1,2,9,0,0,0,152,4449,7,200
2017,291685,177,27,1221,8,4606,3,0,3,0,0,0,152,4454,6,171
2018,291685,173,26,1192,8,4607,5,1,5,0,0,0,152,4455,6,167
2019,291685,145,33,1163,9,4606,3,4,5,0,0,0,147,4459,5,140
2020,291685,153,30,1134,11,4603,2,0,5,0,0,0,138,4465,5,148
2021,291685,176,24,1112,7,4602,6,1,6,0,0,0,156,4446,6,170
2022,291685,181,23,NA,7,NA,4,0,2,1,0,0,NA,NA,NA,NA
2012,291690,135,28,1138,6,3949,0,0,0,0,0,0,39,3910,1,134
2013,291690,144,27,1107,14,3924,0,0,0,0,0,0,39,3885,1,143
2014,291690,144,36,1076,13,3896,0,0,0,0,0,0,39,3857,1,143
2015,291690,142,37,1042,10,3865,4,0,6,0,0,0,39,3826,1,141
2016,291690,135,22,1008,5,3825,5,2,3,0,0,0,38,3787,1,134
2017,291690,120,25,972,8,3779,2,0,6,0,0,0,38,3741,1,119
2018,291690,131,36,935,7,3732,5,3,2,0,0,0,37,3695,1,130
2019,291690,133,28,899,8,3684,3,1,5,0,0,0,37,3647,1,132
2020,291690,139,22,863,10,3634,1,0,4,0,0,0,36,3598,1,138
2021,291690,128,16,833,8,3594,3,0,5,0,0,0,36,3558,1,127
2022,291690,118,19,NA,7,NA,2,1,0,0,0,0,NA,NA,NA,NA
2012,291700,610,163,3592,74,10803,0,0,0,0,0,0,108,10695,6,604
2013,291700,519,135,3518,52,10846,0,0,0,0,0,0,141,10705,7,512
2014,291700,495,117,3439,63,10878,0,0,0,0,0,0,141,10737,6,489
2015,291700,475,139,3355,45,10901,3,2,4,0,0,0,142,10759,6,469
2016,291700,445,116,3240,47,10878,5,0,7,0,0,0,141,10737,6,439
2017,291700,488,112,3098,49,10828,5,0,15,0,0,2,130,10698,6,482
2018,291700,520,105,2962,47,10777,8,5,17,0,0,0,129,10648,6,514
2019,291700,517,99,2830,39,10723,7,2,14,2,0,0,118,10605,6,511
2020,291700,511,90,2697,31,10662,9,0,17,0,0,0,117,10545,6,505
2021,291700,441,80,2626,27,10619,6,2,13,0,0,0,117,10502,5,436
2022,291700,415,65,NA,20,NA,11,2,11,0,0,0,NA,NA,NA,NA
2012,291710,275,78,1818,13,6116,0,0,0,0,0,0,110,6006,5,270
2013,291710,220,57,1768,16,6110,0,0,0,0,0,0,116,5994,4,216
2014,291710,203,64,1731,12,6116,0,0,0,0,0,0,135,5981,4,199
2015,291710,193,37,1686,23,6108,0,0,4,1,0,0,128,5980,4,189
2016,291710,128,30,1646,11,6107,2,0,7,0,0,0,128,5979,3,125
2017,291710,168,54,1601,13,6098,3,0,7,1,0,0,116,5982,3,165
2018,291710,223,58,1558,9,6090,2,0,4,0,0,0,116,5974,4,219
2019,291710,218,46,1514,17,6074,4,0,4,0,0,0,97,5977,3,215
2020,291710,203,57,1470,14,6056,1,0,6,0,0,0,109,5947,4,199
2021,291710,212,43,1440,23,6046,1,0,5,1,1,0,115,5931,4,208
2022,291710,166,31,NA,11,NA,5,0,9,1,0,0,NA,NA,NA,NA
2012,291720,250,34,1668,18,5709,0,0,0,0,0,0,69,5640,3,247
2013,291720,241,41,1630,15,5723,0,0,0,0,0,0,69,5654,3,238
2014,291720,263,46,1591,9,5733,0,0,0,0,0,0,69,5664,3,260
2015,291720,227,39,1549,6,5737,9,4,12,0,0,0,80,5657,3,224
2016,291720,241,44,1500,16,5729,6,2,9,0,0,0,74,5655,3,238
2017,291720,249,37,1447,8,5716,8,1,3,0,0,0,74,5642,3,246
2018,291720,233,33,1394,6,5699,5,1,7,0,0,0,68,5631,3,230
2019,291720,221,29,1341,3,5678,0,1,8,0,0,0,62,5616,2,219
2020,291720,203,32,1289,6,5655,3,1,8,0,0,0,62,5593,2,201
2021,291720,223,27,1257,6,5635,3,1,10,0,0,0,68,5567,3,220
2022,291720,232,28,NA,6,NA,0,1,2,0,0,0,NA,NA,NA,NA
2012,291730,466,134,2677,41,8714,0,0,0,0,0,0,139,8575,7,459
2013,291730,438,136,2628,26,8772,0,0,0,0,0,0,184,8588,9,429
2014,291730,354,90,2575,17,8823,0,0,0,0,0,0,176,8647,7,347
2015,291730,406,110,2519,20,8865,8,1,16,0,0,0,168,8697,8,398
2016,291730,320,105,2478,23,8891,7,0,24,0,0,0,151,8740,5,315
2017,291730,354,101,2431,18,8908,7,0,16,0,0,0,151,8757,6,348
2018,291730,349,84,2384,22,8920,8,1,21,0,1,0,143,8777,6,343
2019,291730,299,61,2337,23,8930,7,0,6,0,0,0,134,8796,4,295
2020,291730,293,69,2291,19,8932,3,1,5,0,0,0,143,8789,5,288
2021,291730,291,50,2250,26,8929,4,3,12,1,0,0,134,8795,4,287
2022,291730,249,46,NA,23,NA,4,1,3,0,0,0,NA,NA,NA,NA
2012,291733,139,35,1067,5,3388,0,0,0,0,0,0,10,3378,0,139
2013,291733,126,30,1041,9,3400,0,0,0,0,0,0,14,3386,1,125
2014,291733,141,30,1013,3,3406,0,0,0,0,0,0,14,3392,1,140
2015,291733,117,31,983,4,3411,0,0,0,0,0,0,14,3397,0,117
2016,291733,112,24,959,3,3405,1,0,0,0,0,0,14,3391,0,112
2017,291733,114,28,931,8,3392,0,0,0,0,0,0,10,3382,0,114
2018,291733,118,20,904,11,3381,1,0,0,0,0,0,14,3367,0,118
2019,291733,137,29,877,11,3369,0,0,0,0,0,0,13,3356,1,136
2020,291733,131,30,850,7,3353,0,0,0,0,0,0,10,3343,0,131
2021,291733,141,19,831,5,3340,0,0,0,0,0,0,10,3330,0,141
2022,291733,116,22,NA,7,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,291735,137,27,857,2,2800,0,0,0,0,0,0,14,2786,1,136
2013,291735,112,21,794,3,2739,0,0,0,0,0,0,11,2728,0,112
2014,291735,131,33,731,2,2680,0,0,0,0,0,0,13,2667,1,130
2015,291735,124,25,666,0,2613,3,0,0,0,0,0,13,2600,1,123
2016,291735,128,24,631,0,2562,0,0,0,0,0,0,18,2544,1,127
2017,291735,133,33,593,1,2509,3,0,1,0,0,0,23,2486,1,132
2018,291735,159,27,556,0,2454,0,1,4,0,0,0,22,2432,1,158
2019,291735,159,30,520,0,2400,1,0,1,1,0,0,19,2381,1,158
2020,291735,139,17,483,0,2343,2,0,5,0,0,0,21,2322,1,138
2021,291735,148,21,471,4,2294,2,0,1,0,0,0,23,2271,1,147
2022,291735,169,18,NA,3,NA,1,1,3,0,0,0,NA,NA,NA,NA
2012,291740,115,25,1212,4,4285,0,0,0,0,0,0,21,4264,1,114
2013,291740,149,17,1153,3,4250,0,0,0,0,0,0,21,4229,1,148
2014,291740,134,15,1093,7,4209,0,0,0,0,0,0,21,4188,1,133
2015,291740,122,18,1031,2,4166,0,0,1,0,0,0,21,4145,1,121
2016,291740,129,17,992,3,4132,0,0,0,0,0,0,21,4111,1,128
2017,291740,155,21,950,2,4093,0,0,1,0,0,0,20,4073,1,154
2018,291740,131,16,908,1,4052,1,0,0,0,0,0,20,4032,1,130
2019,291740,130,18,867,3,4010,0,0,0,0,0,0,20,3990,1,129
2020,291740,121,15,825,4,3965,1,0,0,0,0,0,20,3945,1,120
2021,291740,125,13,805,3,3929,1,0,0,0,0,0,20,3909,1,124
2022,291740,131,12,NA,6,NA,1,0,0,1,0,0,NA,NA,NA,NA
2012,291750,1258,285,7262,50,26081,0,0,0,0,0,0,2373,23708,114,1144
2013,291750,1245,254,7126,52,26111,0,0,0,0,0,0,2951,23160,141,1104
2014,291750,1204,254,6983,48,26133,0,0,0,0,0,0,2875,23258,132,1072
2015,291750,1310,282,6827,53,26119,26,8,52,7,0,3,3082,23037,155,1155
2016,291750,1270,286,6681,56,26086,30,7,44,6,0,2,2739,23347,133,1137
2017,291750,1302,288,6520,55,26019,39,8,55,3,0,2,2680,23339,134,1168
2018,291750,1331,241,6358,67,25931,38,4,74,3,1,2,2204,23727,113,1218
2019,291750,1351,234,6198,72,25827,27,5,82,8,0,2,2118,23709,111,1240
2020,291750,1294,203,6038,59,25719,36,10,83,1,0,3,2340,23379,118,1176
2021,291750,1310,192,5917,52,25600,56,16,63,7,2,6,2637,22963,135,1175
2022,291750,1191,152,NA,42,NA,37,15,64,5,2,5,NA,NA,NA,NA
2012,291760,763,216,5086,44,16575,0,0,0,0,0,0,265,16310,12,751
2013,291760,725,179,5029,43,16675,0,0,0,0,0,0,267,16408,12,713
2014,291760,732,177,4974,47,16765,0,0,0,0,0,0,268,16497,12,720
2015,291760,776,188,4899,48,16829,9,2,21,0,0,0,286,16543,13,763
2016,291760,705,161,4800,40,16887,21,2,32,0,0,1,270,16617,11,694
